central_bank,country,year,currency_code,topic_other,topic_international,topic_macro,topic_financial,topic_monetary,topic_fiscal,topic_climate,share_descriptive,share_normative,normative_other,normative_international,normative_macro,normative_financial,normative_monetary,normative_fiscal,normative_climate,monetary_dominance,financial_dominance,fiscal_dominance,monetary_fiscal_coordination,monetary_financial_coordination,financial_dom_or_corp,fiscal_dom_or_corp,number_of_speeches,number_of_sentences,inflation,democracy_ind,polarization_ind,spread,advanced,gdp_real_ppp_capita,fiscal_crisis
bank of uganda,UGA,2008,UGX,0.24686192468619247,0.06694560669456066,0.07112970711297072,0.4393305439330544,0.15481171548117154,0.02092050209205021,0,0.6652719665271967,0.33472803347280333,0.4406779661016949,0.3125,0.29411764705882354,0.2857142857142857,0.2972972972972973,0.6,,0.11538461538461539,0.2948717948717949,0.02564102564102564,0.28205128205128205,0.28205128205128205,0.5769230769230769,0.3076923076923077,7,239,0.12045229992315286,0,0,,0,1932.76,0
bank of uganda,UGA,2009,UGX,0.13333333333333333,0.13043478260869565,0.22028985507246376,0.34202898550724636,0.08985507246376812,0.08405797101449275,0,0.7333333333333333,0.26666666666666666,0.45652173913043476,0.3333333333333333,0.25,0.15254237288135594,0.3225806451612903,0.3103448275862069,,0.05925925925925926,0.3037037037037037,0.2074074074074074,0.25925925925925924,0.17037037037037037,0.4740740740740741,0.4666666666666667,4,345,0.13015617957711986,0,0,,0,2020.024,0
bank of uganda,UGA,2010,UGX,0.3005464480874317,0.060109289617486336,0.06693989071038252,0.4166666666666667,0.1284153005464481,0.0273224043715847,0,0.6229508196721312,0.3770491803278688,0.4636363636363636,0.25,0.24489795918367346,0.3540983606557377,0.39361702127659576,0.3,,0.11538461538461539,0.23846153846153847,0.038461538461538464,0.18846153846153846,0.41923076923076924,0.6576923076923077,0.22692307692307692,18,732,0.039827995769250724,0,0,,0,2102.075,0
bank of uganda,UGA,2011,UGX,0.24731182795698925,0.06451612903225806,0.09946236559139784,0.4166666666666667,0.11021505376344086,0.06182795698924731,0,0.6263440860215054,0.3736559139784946,0.5,0.2916666666666667,0.21621621621621623,0.3225806451612903,0.4634146341463415,0.391304347826087,,0.11926605504587157,0.1743119266055046,0.11009174311926606,0.1926605504587156,0.4036697247706422,0.5779816513761468,0.30275229357798167,9,372,0.18659329664832414,0,0,,0,2190.543,0
bank of uganda,UGA,2012,UGX,0.31072210065645517,0.05470459518599562,0.175054704595186,0.20350109409190373,0.15317286652078774,0.10065645514223195,0.002188183807439825,0.6695842450765864,0.3304157549234136,0.34507042253521125,0.2,0.2875,0.3548387096774194,0.2,0.5869565217391305,0,0.2624113475177305,0.09929078014184398,0.1702127659574468,0.1773049645390071,0.2907801418439716,0.3900709219858156,0.3475177304964539,9,457,0.14010680157391792,0,0,,0,2172.026,0
bank of uganda,UGA,2013,UGX,0.29838709677419356,0.056451612903225805,0.1280241935483871,0.34475806451612906,0.10080645161290322,0.06955645161290322,0.0020161290322580645,0.6683467741935484,0.3316532258064516,0.3344594594594595,0.30357142857142855,0.2677165354330709,0.3157894736842105,0.38,0.463768115942029,0.5,0.12857142857142856,0.19428571428571428,0.16857142857142857,0.2,0.30857142857142855,0.5028571428571429,0.36857142857142855,20,992,0.054665351904351074,0,0,,0,2192.777,0
bank of uganda,UGA,2014,UGX,0.3589315525876461,0.021702838063439065,0.08013355592654424,0.3021702838063439,0.1686143572621035,0.06844741235392321,0,0.6994991652754591,0.3005008347245409,0.3209302325581395,0.15384615384615385,0.1875,0.2430939226519337,0.33663366336633666,0.5365853658536586,,0.4481132075471698,0.2028301886792453,0.07075471698113207,0.04716981132075472,0.23113207547169812,0.4339622641509434,0.1179245283018868,13,599,0.04290305615613869,0,0,,0,2253.672,1
bank of uganda,UGA,2015,UGX,0.2533039647577093,0.06607929515418502,0.0881057268722467,0.42290748898678415,0.07709251101321586,0.09251101321585903,0,0.6674008810572687,0.33259911894273125,0.41739130434782606,0.2,0.275,0.296875,0.2857142857142857,0.4523809523809524,,0.1485148514851485,0.22772277227722773,0.18811881188118812,0.09405940594059406,0.3415841584158416,0.5693069306930693,0.28217821782178215,10,454,0.03692455959478239,0,0,,0,2364.492,0
bank of uganda,UGA,2016,UGX,0.3582089552238806,0.03150912106135987,0.10613598673300166,0.3548922056384743,0.07628524046434494,0.06467661691542288,0.006633499170812604,0.6948590381426202,0.30514096185737977,0.2962962962962963,0.21052631578947367,0.265625,0.3130841121495327,0.2826086956521739,0.4358974358974359,0.5,0.1736842105263158,0.1631578947368421,0.1736842105263158,0.14210526315789473,0.3473684210526316,0.5105263157894737,0.3157894736842105,16,603,0.05169078470998894,0,0,,0,2299.029,
bank of uganda,UGA,2017,UGX,0.4506329113924051,0.010126582278481013,0.10379746835443038,0.3012658227848101,0.07848101265822785,0.05569620253164557,0,0.6784810126582278,0.32151898734177214,0.3651685393258427,0.25,0.21951219512195122,0.2689075630252101,0.3548387096774194,0.4090909090909091,,0.23809523809523808,0.20634920634920634,0.1111111111111111,0.06349206349206349,0.38095238095238093,0.5873015873015873,0.1746031746031746,9,395,0.05577820251967869,0,1,,0,2383.481,
bank of uganda,UGA,2018,UGX,0.3097165991902834,0.01417004048582996,0.06477732793522267,0.5668016194331984,0.02834008097165992,0.016194331983805668,0,0.7064777327935222,0.2935222672064777,0.3464052287581699,0,0.25,0.2642857142857143,0.42857142857142855,0.5,,0.055900621118012424,0.39751552795031053,0,0.006211180124223602,0.5403726708074534,0.937888198757764,0.006211180124223602,12,494,0.025481302680500622,0,1,,0,2440.182,
bank of uganda,UGA,2019,UGX,0.2608695652173913,0.011857707509881422,0.13438735177865613,0.4505928853754941,0.11462450592885376,0.019762845849802372,0.007905138339920948,0.6758893280632411,0.3241106719367589,0.3484848484848485,0.6666666666666666,0.38235294117647056,0.2807017543859649,0.3448275862068966,0,1,0.10909090909090909,0.3090909090909091,0.02727272727272727,0.1,0.45454545454545453,0.7636363636363637,0.12727272727272726,7,253,0.02138382687927107,0,1,,0,2564.021,
bank of uganda,UGA,2020,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.027571018371386345,0,1,,0,2444.768,
bank of uganda,UGA,2021,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.02207451618737568,0,0,,0,2515.973,
bank of uganda,UGA,2022,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.067783863175869985,0,1,,0,2563.201,
bank of uganda,UGA,2023,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.07616711688569955,,,,0,2630.279,
bank of zambia,ZMB,1997,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.21417565485362108,0,1,,0,2096.299,0
bank of zambia,ZMB,1998,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.2266348163630933,0,1,,0,2034.901,0
bank of zambia,ZMB,1999,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.2385589094449855,0,1,,0,2074.458,1
bank of zambia,ZMB,2000,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.2409099842767295,0,1,,0,2096.494,1
bank of zambia,ZMB,2001,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.2135814690160365,0,1,,0,2142.792,1
bank of zambia,ZMB,2002,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.2223889849587263,1,1,,0,2171.935,1
bank of zambia,ZMB,2003,ZMW,0.21428571428571427,0.005952380952380952,0.02976190476190476,0.6785714285714286,0.02976190476190476,0.041666666666666664,0,0.7559523809523809,0.24404761904761904,0.2222222222222222,0,0.2,0.21929824561403508,0.4,0.7142857142857143,,0,0.6825396825396826,0.06349206349206349,0,0.25396825396825395,0.9365079365079365,0.06349206349206349,2,168,0.21401307887361518,1,1,,0,2252.12,0
bank of zambia,ZMB,2004,ZMW,0.2440944881889764,0.08070866141732283,0.0610236220472441,0.20866141732283464,0.11614173228346457,0.021653543307086614,0.2677165354330709,0.75,0.25,0.29838709677419356,0.07317073170731707,0.2903225806451613,0.2169811320754717,0.23728813559322035,0.36363636363636365,0.27205882352941174,0.3013698630136986,0.1643835616438356,0.0547945205479452,0.2465753424657534,0.2328767123287671,0.3972602739726027,0.3013698630136986,5,508,0.1796715256249589,1,1,,0,2335.074,0
bank of zambia,ZMB,2005,ZMW,0.30704225352112674,0.056338028169014086,0.1352112676056338,0.29295774647887324,0.16338028169014085,0.03943661971830986,0.005633802816901409,0.6929577464788732,0.30704225352112674,0.3486238532110092,0.1,0.20833333333333334,0.3173076923076923,0.3275862068965517,0.42857142857142855,0.5,0.26666666666666666,0.16666666666666666,0.11333333333333333,0.17333333333333334,0.28,0.44666666666666666,0.2866666666666667,7,355,0.18326344236324663,1,1,,0,2422.44,1
bank of zambia,ZMB,2006,ZMW,0.40874524714828897,0.028517110266159697,0.13307984790874525,0.25285171102661597,0.13307984790874525,0.03612167300380228,0.0076045627376425855,0.6768060836501901,0.3231939163498099,0.3581395348837209,0.06666666666666667,0.32857142857142857,0.22556390977443608,0.4,0.42105263157894735,0.75,0.2336448598130841,0.1588785046728972,0.056074766355140186,0.308411214953271,0.24299065420560748,0.40186915887850466,0.3644859813084112,13,526,0.09017452116935475,1,1,,0,2525.103,1
bank of zambia,ZMB,2007,ZMW,0.4568245125348189,0.03899721448467967,0.0988857938718663,0.27019498607242337,0.10584958217270195,0.02924791086350975,0,0.6406685236768802,0.3593314763231198,0.42378048780487804,0.07142857142857142,0.23943661971830985,0.34536082474226804,0.32894736842105265,0.38095238095238093,,0.22085889570552147,0.1656441717791411,0.10429447852760736,0.2085889570552147,0.3006134969325153,0.4662576687116564,0.3128834355828221,17,718,0.10654067877421886,1,1,,0,2641.037,0
bank of zambia,ZMB,2008,ZMW,0.44257950530035334,0.03268551236749117,0.07862190812720848,0.36484098939929327,0.037985865724381625,0.029151943462897525,0.014134275618374558,0.6687279151943463,0.33127208480565373,0.35528942115768464,0.08108108108108109,0.3258426966292135,0.3341404358353511,0.27906976744186046,0.30303030303030304,0.3125,0.06698564593301436,0.291866028708134,0.08133971291866028,0.10526315789473684,0.45454545454545453,0.7464114832535885,0.18660287081339713,22,1132,0.1244989358507318,1,1,,0,2746.496,0
bank of zambia,ZMB,2009,ZMW,0.2952029520295203,0.06918819188191883,0.13653136531365315,0.35424354243542433,0.07380073800738007,0.058118081180811805,0.012915129151291513,0.6309963099630996,0.36900369003690037,0.4625,0.13333333333333333,0.3108108108108108,0.3385416666666667,0.325,0.5079365079365079,0.5714285714285714,0.11029411764705882,0.2536764705882353,0.16911764705882354,0.1801470588235294,0.2867647058823529,0.5404411764705882,0.3492647058823529,23,1084,0.1339146791760526,1,1,,0,2894.97,0
bank of zambia,ZMB,2010,ZMW,0.3300898203592814,0.04341317365269461,0.08532934131736528,0.4041916167664671,0.09356287425149701,0.041916167664670656,0.0014970059880239522,0.6916167664670658,0.3083832335329341,0.40589569160997735,0.13793103448275862,0.22807017543859648,0.29259259259259257,0.184,0.32142857142857145,0,0.11695906432748537,0.23976608187134502,0.06432748538011696,0.11403508771929824,0.4649122807017544,0.7046783625730995,0.1783625730994152,24,1336,0.08500332804259897,1,1,,0,3083.362,0
bank of zambia,ZMB,2011,ZMW,0.2701711491442543,0.05623471882640587,0.09046454767726161,0.44621026894865523,0.09046454767726161,0.044009779951100246,0.0024449877750611247,0.7090464547677262,0.29095354523227385,0.3076923076923077,0.06521739130434782,0.21621621621621623,0.3287671232876712,0.2702702702702703,0.2777777777777778,0.5,0.0752212389380531,0.3185840707964602,0.05309734513274336,0.10619469026548672,0.4469026548672566,0.7654867256637168,0.1592920353982301,16,818,0.08658310997017622,1,1,,0,3146.851,0
bank of zambia,ZMB,2012,ZMW,0.45689655172413796,0.004310344827586207,0.06465517241379311,0.40086206896551724,0.05172413793103448,0.015086206896551725,0.00646551724137931,0.5969827586206896,0.40301724137931033,0.4386792452830189,0,0.3333333333333333,0.3817204301075269,0.3333333333333333,0.2857142857142857,1,0.05405405405405406,0.21621621621621623,0.04504504504504504,0.10810810810810811,0.5765765765765766,0.7927927927927928,0.15315315315315314,9,464,0.06575175888126472,1,1,,0,3275.975,0
bank of zambia,ZMB,2013,ZMW,0.36451612903225805,0.03870967741935484,0.035483870967741936,0.5129032258064516,0.02903225806451613,0.01935483870967742,0,0.632258064516129,0.36774193548387096,0.2743362831858407,0.16666666666666666,0.2727272727272727,0.4528301886792453,0.4444444444444444,0.3333333333333333,,0,0.25,0.016666666666666666,0.11666666666666667,0.6166666666666667,0.8666666666666667,0.13333333333333333,8,310,0.06978810105949472,0,1,,0,3330.892,0
bank of zambia,ZMB,2014,ZMW,0.34782608695652173,0.08695652173913043,0.09782608695652174,0.358695652173913,0.09782608695652174,0.010869565217391304,0,0.6684782608695652,0.33152173913043476,0.46875,0,0.16666666666666666,0.3181818181818182,0.3888888888888889,0,,0.2702702702702703,0.08108108108108109,0,0.13513513513513514,0.5135135135135135,0.5945945945945946,0.13513513513513514,3,184,0.07810274030000823,0,1,,0,3375.948,0
bank of zambia,ZMB,2015,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.1010705578913898,0,1,,0,3365.373,0
bank of zambia,ZMB,2016,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.17869565775455976,0,1,,0,3384.265,
bank of zambia,ZMB,2017,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.0657729960470864,0,1,,0,3395.477,
bank of zambia,ZMB,2018,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.07494559164614654,0,1,,0,3425.956,
bank of zambia,ZMB,2019,ZMW,0.37735849056603776,0,0.02830188679245283,0.5849056603773585,0,0,0.009433962264150943,0.5377358490566038,0.46226415094339623,0.4,,1,0.46774193548387094,,,1,0,0.5652173913043478,0,0.043478260869565216,0.391304347826087,0.9565217391304348,0.043478260869565216,4,106,0.09150618786000794,0,1,,0,3372.366,
bank of zambia,ZMB,2020,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.157324114148372,0,1,,0,3183.658,
bank of zambia,ZMB,2021,ZMW,,,,,,,,,,,,,,,,,,,,,,,,,,0.22020857944755043,0,1,,0,3236.796,
bank of zambia,ZMB,2022,ZMW,0.45,0.2,0,0.3,0.025,0.025,0,0.775,0.225,0.3888888888888889,0,,0.08333333333333333,0,1,,0.2,0,0,0.6,0.2,0.2,0.6,1,40,0.10993158181969542,1,1,,0,3257.099,
bank of zambia,ZMB,2023,ZMW,0.3218390804597701,0.011494252873563218,0.034482758620689655,0.4942528735632184,0,0.022988505747126436,0.11494252873563218,0.6436781609195402,0.3563218390804598,0.14285714285714285,0,0.3333333333333333,0.4418604651162791,,0.5,0.6,0,0.2,0,0.2,0.6,0.8,0.2,2,87,0.08949311495265057,,,,0,3296.386,
banque nationale suisse,CHE,1997,CHF,0.2621951219512195,0.10060975609756098,0.06402439024390244,0.10670731707317073,0.4573170731707317,0.006097560975609756,0.003048780487804878,0.7469512195121951,0.2530487804878049,0.32558139534883723,0.3333333333333333,0.19047619047619047,0.17142857142857143,0.22666666666666666,0,0,0.5,0,0.014285714285714285,0.2,0.2857142857142857,0.2857142857142857,0.21428571428571427,3,328,0.0051779720897368875,1,0,-2.1356459431739987,1,55505.533,0
banque nationale suisse,CHE,1998,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,1.86720852325728e-4,1,0,-1.8343831748980186,1,57015.155,0
banque nationale suisse,CHE,1999,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.008082405394127124,1,0,-1.571278094041375,1,57726.405,0
banque nationale suisse,CHE,2000,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.015610361881522393,1,0,-1.4981717806314245,1,59742.001,0
banque nationale suisse,CHE,2001,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.009900140511203375,1,0,-1.4804144163995725,1,60433.111,0
banque nationale suisse,CHE,2002,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.00641502219767614,1,0,-1.5920693509615382,1,59911.463,0
banque nationale suisse,CHE,2003,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.006363578800734594,1,0,-1.6868353112315129,1,59389.254,0
banque nationale suisse,CHE,2004,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.00800117448432788,1,0,-1.4972457471387535,1,60494.248,0
banque nationale suisse,CHE,2005,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.011734842495110484,1,0,-1.3419558080333998,1,61774.293,0
banque nationale suisse,CHE,2006,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.010632172089005944,1,0,-1.2850011282568237,1,63959.356,0
banque nationale suisse,CHE,2007,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.007345908878171807,1,0,-1.344842612942613,1,66030.745,0
banque nationale suisse,CHE,2008,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.024280866192631007,1,0,-1.1838667768863083,1,67062.786,0
banque nationale suisse,CHE,2009,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0047923322683706485,1,0,-1.068222825024438,1,64590.395,0
banque nationale suisse,CHE,2010,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.00687632522838518,1,0,-1.202695305215618,1,65947.693,0
banque nationale suisse,CHE,2011,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022830151544971393,1,0,-1.1754029214552526,1,66472.843,0
banque nationale suisse,CHE,2012,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0069316262812708935,1,0,-0.9837384920634921,1,66556.743,0
banque nationale suisse,CHE,2013,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002155300259031534,1,0,-0.7862714728258257,1,67071.338,0
banque nationale suisse,CHE,2014,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2880469245393764e-4,1,0,-0.6550452155707196,1,67772.551,0
banque nationale suisse,CHE,2015,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01141554773819552,1,0,-0.4928619973776224,1,68031.073,0
banque nationale suisse,CHE,2016,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0043503102352576775,1,0,-0.5692487762237762,1,68699.094,
banque nationale suisse,CHE,2017,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.005345870793021232,1,0,-0.4604307444291819,1,68910.1,
banque nationale suisse,CHE,2018,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.009343080312437482,1,0,-0.4772105177808303,1,70350.909,
banque nationale suisse,CHE,2019,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036113619001318553,1,0,-0.34260053861069484,1,70659.713,
banque nationale suisse,CHE,2020,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007256047530076956,1,0,-0.09639361159673664,1,68400.174,
banque nationale suisse,CHE,2021,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.005815400854385979,1,0,0.05131293159965035,1,70761.322,
banque nationale suisse,CHE,2022,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.028344570178304468,1,0,-0.13595457823426568,1,71700.796,
banque nationale suisse,CHE,2023,CHF,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244440165591605,,,-1.2115410857371796,1,71754.942,
board of governors of the federal reserve system,USA,1997,USD,0.2231267902909694,0.03678576812905171,0.14669078848183326,0.4153475048997437,0.15392733303181064,0.02291572440826172,9.045680687471732e-4,0.7333031810643751,0.2666968189356249,0.2939189189189189,0.1598360655737705,0.22302158273381295,0.2453720508166969,0.32908912830558273,0.3881578947368421,0.8333333333333334,0.22562056737588654,0.33687943262411346,0.03945035460992908,0.0350177304964539,0.363031914893617,0.6999113475177305,0.07446808510638298,52,6633,0.023377832179423436,1,0,0.6976692046989619,1,45533.359,0
board of governors of the federal reserve system,USA,1998,USD,0.23508585590369976,0.06372809346787042,0.13347495131881748,0.4314037882811117,0.11860506284298106,0.016640113294388387,5.310674455655868e-4,0.7309258275801027,0.26907417241989734,0.3072289156626506,0.22777777777777777,0.16578249336870027,0.2732868280672959,0.3119402985074627,0.30851063829787234,0.3333333333333333,0.17886178861788618,0.3978658536585366,0.028963414634146343,0.03353658536585366,0.36077235772357724,0.7586382113821138,0.0625,43,5649,0.015467995639308544,1,0,0.6242698062354313,1,47022.341,0
